"Proposal #","full proposal title","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Instrument Type","Project #","Created Date.x","Total Sponsor Costs","Sponsor Deadline","academic affairs","activity type","History Action Day and Comment","Actual_Submission_Date","Actual_Udr_Consid_Date","Actual_Funding_Date","Actual_Not_Funding_Date","Actual_Submission_FY","Actual_Udr_Consid_FY","Actual_Funding_FY","Actual_Not_Funding_FY","Created Date.y","Proposal_Creation_FY","Days_to_Submission","Days_to_Funding_From_Submission","Days_to_Non_Funding_From_Submission","Actual_Submission_Month_Year","College/Division","Actual_Submission_Quarter","Actual_Funding_Quarter","Sponsor_Type_Grouped","Sponsor_Category","Submission_Status","Submission_Count","Award_Count","Total_Submission_Count","Received_Total_Sponsor_Costs"
"25-0412-P0001","Wyoming FY25 State Delinquency Prevention Grants Program","Wyoming  Delinquency Prevention Grant Program","Laurel Allison Wimbish","Wyoming Survey & Analysis Center","Funded","Department of Justice",,"Wyoming Survey & Analysis Center","1/1/2025","12/31/2025","New",,"25-0412",2025-01-08 14:06:29,875000,"1/13/2025 12:00:00 AM",,"Other Sponsored Activity","1/13/2025 12:16:44 PM: Submitted >> 1/21/2025 11:22:16 AM: Award under review. >> 1/23/2025 02:14:13 PM: Funded.",2025-01-13 12:16:44,2025-01-21 11:22:16,2025-01-23 14:14:13,,"FY2025","FY2025","FY2025",,2025-01-08 14:06:29,"FY2025",5,10,,"January-2025","Research & Economic Development","Q3 FY2025","Q3 FY2025","Federal","Others","Funded",0,1,1,875000
"25-0413-P0001","ORCC: Causes and consequences of torpor in a facultative hibernator","ORCC","Nicole Lara Bedford","Zoology & Physiology","Submitted to Sponsor","National Science Foundation",,"Zoology & Physiology","8/1/2025","7/31/2028","New",,"25-0413",2025-01-08 14:59:00,612114,"1/23/2025 12:00:00 AM",,"Basic Research","1/21/2025 10:43:57 AM: edits >> 1/21/2025 01:10:38 PM: Updating ""admin use page"" with proposal info >> 1/23/2025 04:21:02 PM: 2520851",2025-01-23 16:21:02,,,,"FY2025",,,,2025-01-08 14:59:00,"FY2025",15,,,"January-2025","Agriculture","Q3 FY2025",,"Federal","NSF","Submitted",1,0,1,0
"25-0414-P0001","Neuroprotection","MIRA","Nicole Lara Bedford","Zoology & Physiology","Submitted to Sponsor","National Institute of General Medical Sciences/National Institutes of Health/Department of Health and Human Services",,"Zoology & Physiology","1/1/2026","12/31/2030","New",,"25-0414",2025-01-08 16:48:13,1750479,"2/3/2025 12:00:00 AM",,"Basic Research","2/3/2025 07:31:30 AM: edits >> 2/4/2025 08:52:18 AM: Submitted 02/03/2025 via grants.gov due to NIH assist malfunction.",2025-02-04 08:52:18,,,,"FY2025",,,,2025-01-08 16:48:13,"FY2025",27,,,"February-2025","Agriculture","Q3 FY2025",,"Federal","NIH","Submitted",1,0,1,0
"25-0415-P0001","Collaborative research: Water storage and flow in Rocky Mountain headwaters with different geologies","Collaborative research: Water storage and flow in Rocky Mountain headwaters with different geologies","Thijs J. Kelleners","Ecosystem Science & Management","Submitted to Sponsor","National Science Foundation",,"Ecosystem Science & Management","7/1/2025","6/30/2028","New",,"25-0415",2025-01-09 10:39:30,590178,"1/24/2025 12:00:00 AM",,"Basic Research","1/23/2025 04:22:25 PM: Submitted, waiting on Boise State to do their portion",2025-01-23 16:22:25,,,,"FY2025",,,,2025-01-09 10:39:30,"FY2025",15,,,"January-2025","Agriculture","Q3 FY2025",,"Federal","NSF","Submitted",1,0,1,0
"25-0418-P0001","LAGS (Late Arriving Greenland Shrubs): Re-assessing the apparent lags in Holocene shrubification to constrain a warmer, wetter, greener Arctic","LAGS (Late Arriving Greenland Shrubs): Re-assessing the apparent lags in Holocene shrubification to constrain a warmer, wetter, greener Greenland","Jamie Marie McFarlin","Geology & Geophysics","Submitted to Sponsor","National Science Foundation",,"Geology & Geophysics","1/1/2026","12/31/2029","New",,"25-0418",2025-01-09 11:28:07,635792,"1/15/2025 12:00:00 AM",,"Basic Research","1/15/2025 04:24:25 PM: 1/15/25 Submitted to NSF through Research.gov, NSF tracking number is 2519204.",2025-01-15 16:24:25,,,,"FY2025",,,,2025-01-09 11:28:07,"FY2025",6,,,"January-2025","Engineering","Q3 FY2025",,"Federal","NSF","Submitted",1,0,1,0
"25-0419-P0001","Capture of CO2 with a Mobile Test Unit at a Chemical Manufacturing Plant 3G","RTI: Capture of CO2 with a Mobile Test Unit at a Chemical Manufacturing Plant 3G","David W. Lucke","School of Energy Resources Directors Office","Submitted to Sponsor","U.S. Department of Energy","U.S. Department of Energy","School of Energy Resources Directors Office","7/1/2025","6/30/2028","New",,"25-0419",2025-01-09 11:30:18,1,"4/10/2025 12:00:00 AM",,"Applied Research","5/2/2025 09:11:44 AM: Sponsor is reviewing the SOW and budget.  Sponsor wants to enter into an agreement, but SER requested additional time to evaluate cost share commitments at ITC.  Moving to submitted to sponsor, and we can start the award shell once cost share considerations are finalized.",2025-05-02 09:11:44,,,,"FY2025",,,,2025-01-09 11:30:18,"FY2025",113,,,"May-2025","School of Energy Resources","Q4 FY2025",,"Federal","DOE","Submitted",1,0,1,0
"25-0420-P0001","Mock Jurors Attitudes Towards Child Chronological Age and History of Grooming Prior to Child Sexual Abuse","Mock Jurors Attitudes Towards Child Chronological Age and History of Grooming Prior to Child Sexual Abuse","Jaylan Melek Aliev","Psychology","Funded","Psi Chi International Honor Society in Psychology",,"Psychology","1/9/2025","12/31/2025","New",,"25-0420",2025-01-09 14:47:26,2000,"12/31/2025 12:00:00 AM",,"Basic Research","1/10/2025 09:19:15 AM: Moving back into development to update >> 1/29/2025 11:55:54 AM: 1/29/25 updating fields and tasking the indirect cost rate approval. >> 1/29/2025 03:29:09 PM: Updating IDC info >> 2/11/2025 10:20:13 AM: Post-Submission Review >> 2/11/2025 10:20:28 AM: Check with OSP.",2025-02-11 10:20:13,,2025-02-11 10:22:04,,"FY2025",,"FY2025",,2025-01-09 14:47:26,"FY2025",33,0,,"February-2025","Arts & Sciences","Q3 FY2025","Q3 FY2025","Non-profit","Others","Funded",0,1,1,2000
"25-0422-P0001","Digitization of the Wyoming Folklife Archives American Heritage Center","Digitization of the Wyoming Folklife Archive","William L. Hopkins","American Heritage Center","Funded","Wyoming Arts Council",,"American Heritage Center","2/3/2025","6/30/2025","New",,"25-0422",2025-01-10 12:09:32,10000,"1/17/2025 12:00:00 AM",TRUE,"Other Sponsored Activity","1/24/2025 09:58:16 AM: Updating fields >> 1/24/2025 03:13:48 PM: Updating College/unit info >> 1/27/2025 03:42:03 PM: Updating PI from Anna Larson to William Hopkins >> 1/31/2025 11:22:28 AM: Post Submission review >> 1/31/2025 11:22:43 AM: agreement under review >> 3/12/2025 12:54:33 PM: FE rec'd",2025-01-31 11:22:28,2025-01-31 11:22:43,2025-03-12 12:54:33,,"FY2025","FY2025","FY2025",,2025-01-10 12:09:32,"FY2025",21,40,,"January-2025","Academic Affairs","Q3 FY2025","Q3 FY2025","State","Others","Funded",0,1,1,10000
"25-0424-P0001","Novel B Cell Contribution In Protection to Brucellosis","Novel B Cell Contribution In Protection to Brucellosis","David W Pascual","Veterinary Science","Submitted to Sponsor","National Institutes of Health/Department of Health and Human Services",,"Veterinary Science","9/1/2025","8/31/2027","New",,"25-0424",2025-01-10 13:37:52,397375,"2/17/2025 12:00:00 AM",,"Basic Research","2/3/2025 08:44:27 AM: GRANT14345340",2025-02-03 08:44:27,,,,"FY2025",,,,2025-01-10 13:37:52,"FY2025",24,,,"February-2025","Agriculture","Q3 FY2025",,"Federal","NIH","Submitted",1,0,1,0
"25-0425-P0001","Collaborative Research: DMREF: Discovery of Oxidation-Resistant High Entropy Alloys for Aqueous Aluminum-Battery Chemistries","Collaborative Research: DMREF: Discovery of Oxidation-Resistant High Entropy Alloys for Aqueous Aluminum-Battery Chemistries","TeYu Chien","Physics & Astronomy","Submitted to Sponsor","National Science Foundation",,"Physics & Astronomy","9/1/2025","8/31/2029","New",,"25-0425",2025-01-10 16:29:03,397751,"1/31/2025 12:00:00 AM",,"Basic Research","1/28/2025 12:23:50 PM: update form fields >> 1/30/2025 09:46:17 AM: update form fields >> 1/31/2025 09:39:19 AM: Submitted to sponsor 1/31/2025. 2521778",2025-01-31 09:39:19,,,,"FY2025",,,,2025-01-10 16:29:03,"FY2025",21,,,"January-2025","Engineering","Q3 FY2025",,"Federal","NSF","Submitted",1,0,1,0
"25-0426-P0001","Augmented Reality for Educators, Old Faithful Inn VR Program, Wallop Civic Engineering 360 Program & Plant Lab & Phenotyping VR Experience","WCCC WIP VR program - 4 tasks","Kyle D. Summerfield","School of Energy Resources Directors Office","Funded","Wyoming Community College Commission",,"School of Energy Resources Directors Office","1/24/2025","8/1/2025","New",,"25-0426",2025-01-10 16:40:53,85187,"1/17/2025 12:00:00 AM",,"Other Sponsored Activity","1/30/2025 01:36:35 PM: Agreement attached.  Routing to award team to complete agreement >> 1/30/2025 01:36:45 PM: Agreement attached. >> 2/6/2025 04:48:24 PM: FE Award. RBD Complete.",2025-01-30 13:36:35,2025-01-30 13:36:45,2025-02-06 16:48:24,,"FY2025","FY2025","FY2025",,2025-01-10 16:40:53,"FY2025",20,7,,"January-2025","School of Energy Resources","Q3 FY2025","Q3 FY2025","State","Others","Funded",0,1,1,85187
"25-0427-P0001","Data Center and Artificial Intelligence Economic Analysis","Data Center and Artificial Intelligence Economic Analysis","David M. Aadland","Economics","Funded","Set Square Capital Group",,"Economics","1/1/2025","4/30/2025","Pre-proposal",,"25-0427",2025-01-11 10:16:43,30000,"1/1/2025 12:00:00 AM",,"Applied Research","1/27/2025 02:59:18 PM: Post-Submission Review. Draft agreement attached for review. >> 5/5/2025 02:51:18 PM: Award is in review and negotiation so I am updating the proposal to a funded status.",2025-01-27 14:59:18,,2025-05-05 14:51:18,,"FY2025",,"FY2025",,2025-01-11 10:16:43,"FY2025",16,98,,"January-2025","Business","Q3 FY2025","Q4 FY2025","Business","Others","Funded",0,1,1,30000
"25-0428-P0001","Overcoming Lunar-Regolith-Relevant Stressors through Integration of Automated Management, Multi-Generational Effects, and Stress-Tolerance Strategies","Overcoming Lunar-Regolith-Relevant Stressors through Integration of Automated Management, Multi-Generational Effects, and Stress-Tolerance Strategies","Ji-Jhong Chen","Plant Sciences","Submitted to Sponsor","National Aeronautics and Space Administration",,"Plant Sciences","11/6/2025","11/5/2029","New",,"25-0428",2025-01-12 14:38:42,599637,"6/2/2025 12:00:00 AM",,"Applied Research","2/18/2025 12:22:47 PM: Submitted >> 4/1/2025 01:51:35 PM: Invited for full proposal >> 4/1/2025 01:51:49 PM: Updating form fields >> 5/21/2025 09:35:59 AM: edits >> 5/30/2025 11:02:35 AM: 24-24SB_2-0042 5.30.25 at 11am MT",2025-05-30 11:02:35,,,,"FY2025",,,,2025-01-12 14:38:42,"FY2025",138,,,"May-2025","Agriculture","Q4 FY2025",,"Federal","Others","Submitted",1,0,1,0
"25-0429-P0001","The GEMS in Ariel's crown: characterizing Giant Exoplanets around M dwarf Stars for atmospheric studies","The GEMS in Ariel's crown: characterizing Giant Exoplanets around M dwarf Stars for atmospheric studies","Henry A. Kobulnicky","Engineering & Physical Sciences Deans Office","Submitted to Sponsor","ADD NEW","National Aeronautics and Space Administration","Physics & Astronomy","8/1/2025","7/31/2027","New",,"25-0429",2025-01-12 16:37:29,55845,"2/12/2025 12:00:00 AM",,"Basic Research","2/12/2025 08:16:29 AM: Submitted to sponsor via email 2/11/2025.",2025-02-12 08:16:29,,,,"FY2025",,,,2025-01-12 16:37:29,"FY2025",31,,,"February-2025","Engineering","Q3 FY2025",,"Others","Others","Submitted",1,0,1,0
"25-0430-P0001","UWyo Arabic Summer Camp 2025","Arabic Summer Camp","Taelor Nielsen","Politics Public Affairs & International Studies","Closed","Qatar Foundation International",,"Politics Public Affairs & International Studies","6/1/2025","9/30/2025","New",,"25-0430",2025-01-13 13:44:14,63725,"1/21/2025 12:00:00 AM",,"Other Sponsored Activity","1/21/2025 02:32:03 PM: 1/21/25 Submitted to the QFI by PI >> 4/9/2025 10:12:24 AM: Moved to parent proposal 24-0683-P0002, approval captured here.",2025-01-21 14:32:03,,,,"FY2025",,,,2025-01-13 13:44:14,"FY2025",8,,,"January-2025","Arts & Sciences","Q3 FY2025",,"Non-profit","Others","Submitted",1,0,1,0
"25-0431-P0001","Acute high-fat diet alters sleep and cortical function in mice","Acute high-fat diet disrupts sleep and cognitive function in mice","Brandon L Roberts","Zoology & Physiology","Submitted to Sponsor","National Institutes of Health/Department of Health and Human Services",,"Zoology & Physiology","12/1/2025","11/30/2030","New",,"25-0431",2025-01-13 14:58:28,1887030,"2/5/2025 12:00:00 AM",,"Basic Research","1/29/2025 10:34:39 AM: edits >> 2/5/2025 09:46:45 AM: Submitted",2025-02-05 09:46:45,,,,"FY2025",,,,2025-01-13 14:58:28,"FY2025",23,,,"February-2025","Agriculture","Q3 FY2025",,"Federal","NIH","Submitted",1,0,1,0
"25-0433-P0001","Influence of diet and food availability on the fitness of sagebrush songbirds","Sagebrush Songbirds (WGBGLC)","Anna Lisa D. Chalfoun","Wyoming Coop Unit","Submitted to Sponsor","Wyoming Game and Fish Department",,"Wyoming Coop Unit","7/1/2025","12/31/2026","New",,"25-0433",2025-01-14 12:23:21,16735,"1/31/2025 12:00:00 AM",,"Applied Research","1/31/2025 02:04:02 PM: Submitted to sponsor via email 1/31/25. Proposal 064.",2025-01-31 14:04:02,,,,"FY2025",,,,2025-01-14 12:23:21,"FY2025",17,,,"January-2025","Agriculture","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0434-P0001","Camp Monaco Prize: Revealing the Depths of the GYE’s Sagebrush Sea","Monaco Sagebrush Sea","Anna Lisa D. Chalfoun","Wyoming Coop Unit","Submitted to Sponsor","ADD NEW",,"Wyoming Coop Unit","5/1/2025","4/30/2026","New",,"25-0434",2025-01-14 12:25:30,100000,"1/31/2025 12:00:00 AM",,"Applied Research","1/31/2025 02:16:59 PM: Submitted to Sponsor via email 1/31/2025.",2025-01-31 14:16:59,,,,"FY2025",,,,2025-01-14 12:25:30,"FY2025",17,,,"January-2025","Agriculture","Q3 FY2025",,"Non-profit","Others","Submitted",1,0,1,0
"25-0436-P0001","Behavioral Health Aide Training - Wind River Family and Community Health Care Collaboration","Wind River Cares _ Behavioral Health Aide Training","Amy Rieser","Wyoming Institute for Disabilities WIND","Submitted to Sponsor","Wind River Family & Community Health Care",,"Wyoming Institute for Disabilities WIND","5/15/2025","12/31/2025","New",,"25-0436",2025-01-14 13:17:45,246881,"6/11/2025 12:00:00 AM",,"Other Sponsored Activity","1/23/2025 03:46:09 PM: Updating form fields and budget attachment >> 3/3/2025 01:36:10 PM: Submitted >> 3/27/2025 12:39:26 PM: Sponsor ready to finalize a contract
 >> 5/5/2025 02:50:10 PM: Award is in review and negotiation so I am updating the proposal to reflect a funded status. >> 5/14/2025 01:43:24 PM: Changing proposal >> 5/14/2025 01:43:40 PM: updating proposal >> 5/20/2025 03:26:46 PM: updating budget information >> 5/28/2025 09:59:26 AM: Updating for fields >> 6/5/2025 12:52:06 PM: Submitted",2025-06-05 12:52:06,2025-03-27 12:39:26,2025-05-05 14:50:10,,"FY2025","FY2025","FY2025",,2025-01-14 13:17:45,"FY2025",142,-31,,"June-2025","Health Sciences","Q4 FY2025","Q4 FY2025","Others","Others","Funded",0,1,1,246881
"25-0437-P0001","Discovery of novel anti-fungal metabolites protecting tardigrades during prolonged biostasis","Discovery of novel anti-fungal metabolites protecting tardigrades during prolonged biostasis","Takashi L. Suyama","Chemistry","Submitted to Sponsor","National Institute of Allergy and Infectious Diseases/National Institutes of Health/Department of Health and Human Services",,"Chemistry","1/1/2026","12/31/2030","New",,"25-0437",2025-01-14 13:18:05,1644892,"1/28/2025 12:00:00 AM",,"Applied Research","1/26/2025 03:05:10 PM: The budget justification included in this draft contains an error where the R33 Year 1 Equipment cost was not included in the total for the year (making the actual total >$300k). So I adjusted that year's budget so that all direct costs fit within the requisite $300k (other years' budgets weren't affected). This updated justification was provided to the pre-award office. >> 1/28/2025 09:48:25 AM: 1/28/25 Submitted via ASSIST - Zoom with PI",2025-01-28 09:48:25,,,,"FY2025",,,,2025-01-14 13:18:05,"FY2025",14,,,"January-2025","Engineering","Q3 FY2025",,"Federal","NIH","Submitted",1,0,1,0
"25-0438-P0001","The Star Scout Asteroseismology Mission","The Star Scout Asteroseismology Mission","Meridith Paige Joyce","School of Computing","Submitted to Sponsor","University of Florida","National Aeronautics and Space Administration","Physics & Astronomy","9/15/2025","9/14/2030","New",,"25-0438",2025-01-14 15:08:22,300000,"1/31/2025 12:00:00 AM",,"Basic Research","2/10/2025 08:31:38 AM: Submitted to sponsor 2/7/25. Acknowledged receipt 2/10/25.",2025-02-10 08:31:38,,,,"FY2025",,,,2025-01-14 15:08:22,"FY2025",27,,,"February-2025","Engineering","Q3 FY2025",,"Others","Others","Submitted",1,0,1,0
"25-0439-P0001","Surveying for the Threatened Stonefly, Zapada glacier, in Alpine Streams of Yellowstone National Park","Surveying for the Threatened Stonefly, Zapada glacier, in Alpine Streams of Yellowstone National Park","Lusha Marguerite Tronstad","Wyo Natural Diversity Database","Submitted to Sponsor","National Park Service/Department of the Interior",,"Wyo Natural Diversity Database","8/1/2025","7/31/2026","New",,"25-0439",2025-01-14 17:08:48,56766,"1/31/2025 12:00:00 AM",,"Applied Research","1/29/2025 04:38:14 PM: Updating form fields >> 1/30/2025 05:29:00 PM: Submitted 01/30/2025",2025-01-30 17:29:00,,,,"FY2025",,,,2025-01-14 17:08:48,"FY2025",16,,,"January-2025","Research & Economic Development","Q3 FY2025",,"Federal","Others","Submitted",1,0,1,0
"25-0440-P0001","Experimental Riblet Evaluation Under Realistic Conditions","Air Force/Microtau Riblet Research","Jonathan W. Naughton","Mechanical Engineering","Funded","Wyoming Instrumentation Development","Department of the Air Force/Department of Defense","Mechanical Engineering","1/30/2025","12/31/2025","New",,"25-0440",2025-01-15 10:47:14,60000,"2/22/2025 12:00:00 AM",,"Applied Research","3/3/2025 11:40:33 AM: Waiting for contract, submitted to sponsor. >> 4/9/2025 04:20:03 PM: Funded. >> 5/5/2025 03:22:37 PM: Award is in an active status so I am updating this proposal to a funded status.",2025-03-03 11:40:33,2025-04-09 16:20:03,2025-05-05 15:22:37,,"FY2025","FY2025","FY2025",,2025-01-15 10:47:14,"FY2025",47,63,,"March-2025","Engineering","Q3 FY2025","Q4 FY2025","Business","Others","Funded",0,1,1,60000
"25-0442-P0001","Red Desert Mule Deer Migration","Red Desert Mule Deer Migration (WGBGLC)","Matthew Kauffman","Wyoming Coop Unit","Submitted to Sponsor","Wyoming Game and Fish Department",,"Wyoming Coop Unit","7/1/2025","6/30/2027","New",,"25-0442",2025-01-15 11:24:13,10000,"1/31/2025 12:00:00 AM",,"Applied Research","1/15/2025 01:37:32 PM: Updating form fields >> 1/30/2025 10:05:52 AM: Submitted to sponsor via email 1/30/25;  cc'd research@uwyo.edu.",2025-01-30 10:05:52,,,,"FY2025",,,,2025-01-15 11:24:13,"FY2025",15,,,"January-2025","Agriculture","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0443-P0001","Red Desert Mule Deer Migration Project","Red Desert Mule Deer Migration Project (MDF)","Matthew Kauffman","Wyoming Coop Unit","Submitted to Sponsor","Mule Deer Foundation",,"Wyoming Coop Unit","3/1/2025","6/30/2026","New",,"25-0443",2025-01-15 12:27:58,20000,"1/31/2025 12:00:00 AM",,"Applied Research","1/15/2025 01:55:20 PM: Updating form fields >> 1/31/2025 02:21:57 PM: Submitted to sponsor via email 1/31/2025.",2025-01-31 14:21:57,,,,"FY2025",,,,2025-01-15 12:27:58,"FY2025",16,,,"January-2025","Agriculture","Q3 FY2025",,"Non-profit","Others","Submitted",1,0,1,0
"25-0444-P0001","Phonon Transport Studies of High Entropy Materials for Thermal Isolation Optimization by Dual-Laser Probes","Phonon Transport Studies of High Entropy Materials for Thermal Isolation Optimization by Dual-Laser Probes","Yu-Tsung Tsai","Physics & Astronomy","Submitted to Sponsor","National Aeronautics and Space Administration",,"Physics & Astronomy","9/1/2025","8/31/2027","New",,"25-0444",2025-01-15 15:42:07,399974,"6/2/2025 12:00:00 AM",,"Applied Research","5/27/2025 04:11:23 PM: update form fields >> 5/28/2025 08:03:45 AM: update form fields >> 5/30/2025 08:57:34 AM: 24-24PS_2-0002",2025-05-30 08:57:34,,,,"FY2025",,,,2025-01-15 15:42:07,"FY2025",135,,,"May-2025","Engineering","Q4 FY2025",,"Federal","Others","Submitted",1,0,1,0
"25-0445-P0001","Bridging the Gap: Leveraging Community Colleges to Recruit Secondary STEM Teachers in Rural Serving Institutions","Bridging the Gap: Leveraging Community Colleges to Recruit Secondary STEM Teachers in Rural Serving Institutions","Miriam Marie Sanders","School of Teacher Education","Submitted to Sponsor","Spencer Foundation",,"School of Teacher Education","8/18/2025","8/16/2030","New",,"25-0445",2025-01-15 15:45:56,478900,"2/11/2025 12:00:00 AM",,"Applied Research","2/4/2025 12:24:55 PM: update form fields >> 2/14/2025 08:21:49 AM: Submitted and signed 2/14/2025.",2025-02-14 08:21:49,,,,"FY2025",,,,2025-01-15 15:45:56,"FY2025",30,,,"February-2025","Education","Q3 FY2025",,"Non-profit","Others","Submitted",1,0,1,0
"25-0447-P0001","Understanding the mechanistic roles of lipid droplets in microglia in Alzheimer's disease","Understanding the mechanistic roles of lipid droplets in microglia in Alzheimer's disease","Guanglong He","School of Pharmacy","Submitted to Sponsor","National Institutes of Health/Department of Health and Human Services",,"Pharmacy","12/1/2025","11/30/2027","New",,"25-0447",2025-01-16 13:44:55,386053,"2/16/2025 12:00:00 AM",,"Basic Research","1/16/2025 03:45:04 PM: Updating form fields >> 1/17/2025 09:47:02 AM: Updating form fields >> 2/3/2025 09:25:20 AM: Updating form fields >> 2/3/2025 10:20:36 AM: Updating form fields >> 2/4/2025 03:17:52 PM: Updating form fields >> 2/13/2025 08:39:08 AM: Submitted",2025-02-13 08:39:08,,,,"FY2025",,,,2025-01-16 13:44:55,"FY2025",28,,,"February-2025","Health Sciences","Q3 FY2025",,"Federal","NIH","Submitted",1,0,1,0
"25-0448-P0001","AI-ENGAGE: Disentangling Biophysical and Human Influences on Agroecosystem Resilience on Soil Organic Carbon (SOC) dynamics","AI-ENGAGE: Disentangling Biophysical and Human Influences on Agroecosystem Resilience on Soil Organic Carbon (SOC) dynamics","Jorge Gonzalo Nicolas Irisarri","Ecosystem Science & Management","Submitted to Sponsor","National Science Foundation",,"Ecosystem Science & Management","11/1/2025","10/31/2028","New",,"25-0448",2025-01-16 14:08:54,398953,"1/22/2025 12:00:00 AM",,"Basic Research","1/22/2025 02:13:28 PM: Submitted",2025-01-22 14:13:28,,,,"FY2025",,,,2025-01-16 14:08:54,"FY2025",6,,,"January-2025","Agriculture","Q3 FY2025",,"Federal","NSF","Submitted",1,0,1,0
"25-0449-P0001","Decoding the Contribution of HTR2C Neurons in the mPFC to OCD-Like Behavior Regulation","Decoding the Contribution of HTR2C Neurons in the mPFC to OCD-Like Behavior Regulation","Qian-Quan Sun","Zoology & Physiology","Submitted to Sponsor","National Institutes of Health/Department of Health and Human Services",,"Zoology & Physiology","12/1/2025","11/30/2030","New",,"25-0449",2025-01-16 17:10:23,2751860,"2/5/2025 12:00:00 AM",,"Basic Research","1/17/2025 08:41:17 AM: Updating form fields >> 1/29/2025 10:28:39 AM: Updating form fields >> 2/5/2025 03:13:37 PM: See notes for tracking",2025-02-05 15:13:37,,,,"FY2025",,,,2025-01-16 17:10:23,"FY2025",20,,,"February-2025","Agriculture","Q3 FY2025",,"Federal","NIH","Submitted",1,0,1,0
"25-0450-P0001","Invasive Annual Grass WPC Monitoring Network","Invasive Annual Grass WPC Monitoring Network","Brian A Mealor","Plant Sciences","Submitted to Sponsor","Wyoming Weed and Pest Council",,"Plant Sciences","5/1/2025","12/31/2027","New",,"25-0450",2025-01-17 10:34:17,77900,"2/21/2025 12:00:00 AM",,"Other Sponsored Activity","1/17/2025 01:47:54 PM: Updating form field >> 2/13/2025 03:30:31 PM: pulled >> 2/21/2025 08:00:09 AM: edit >> 2/21/2025 08:41:00 AM: Corrections Needed. >> 2/21/2025 03:52:36 PM: Submitted",2025-02-21 15:52:36,,,,"FY2025",,,,2025-01-17 10:34:17,"FY2025",36,,,"February-2025","Agriculture","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0452-P0001","Developing WYDOT Road Weather Information Systems (RWIS)-based Smart Tools for Black Ice Detection and Real-Time Warning Systems","Developing WYDOT Road Weather Information Systems (RWIS)-based Smart Tools for Black Ice Detection and Real-Time Warning Systems","Khaled Ksaibati","Civil & Architectural Engineering & Construction Management","Funded","Wyoming Department of Transportation",,"Civil & Architectural Engineering & Construction Management","3/1/2025","10/1/2028","New",,"25-0452",2025-01-17 13:26:18,262741,"1/31/2025 12:00:00 AM",,"Applied Research","1/29/2025 10:50:11 AM: updating fields >> 2/12/2025 01:44:30 PM: Post submission review. Approved, award shell started, and is now with Ericka Smith (GC) for review. >> 2/12/2025 01:45:31 PM: With general council for review (Ericka Smith) >> 3/5/2025 03:50:15 PM: Funded.",2025-02-12 13:44:30,2025-02-12 13:45:31,2025-03-05 15:50:15,,"FY2025","FY2025","FY2025",,2025-01-17 13:26:18,"FY2025",26,21,,"February-2025","Engineering","Q3 FY2025","Q3 FY2025","State","Others","Funded",0,1,1,262741
"25-0453-P0001","Full life-cycle effects of natural gas development on sagebrush songbirds","Full life-cycle effects, sagebrush songbirds (WGBGLC)","Anna Lisa D. Chalfoun","Wyoming Coop Unit","Submitted to Sponsor","Wyoming Game and Fish Department",,"Wyoming Coop Unit","7/1/2025","12/31/2025","New",,"25-0453",2025-01-17 13:36:38,13705.59,"1/31/2025 12:00:00 AM",,"Applied Research","1/21/2025 04:37:11 PM: update form fields >> 1/24/2025 09:54:07 AM: update form fields >> 1/30/2025 09:58:19 AM: Submitted to sponsor 1/30/2025. Emailed, cc'd research@uwyo.edu.",2025-01-30 09:58:19,,,,"FY2025",,,,2025-01-17 13:36:38,"FY2025",13,,,"January-2025","Agriculture","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"25-0454-P0001","Nonbreeding movement and sensitive molting periods of declining sagebrush songbirds","Migratory Sagebrush Songbirds (AOS)","Anna Lisa D. Chalfoun","Wyoming Coop Unit","Submitted to Sponsor","American Ornithological Society",,"Wyoming Coop Unit","1/1/2025","12/31/2025","New",,"25-0454",2025-01-17 13:47:42,4000,"1/31/2025 12:00:00 AM",,"Applied Research","1/30/2025 10:02:46 AM: Submitted to sponsor 1/29/2025. 3586933",2025-01-30 10:02:46,,,,"FY2025",,,,2025-01-17 13:47:42,"FY2025",13,,,"January-2025","Agriculture","Q3 FY2025",,"Non-profit","Others","Submitted",1,0,1,0
"25-0457-P0001","Collaborative Research: DMREF: Accelerating the Design of Sodium Superionic Conductors Through the Integration of Phonon Band Theory, Machine Learning, and Experiments","Collaborative Research: DMREF: Accelerating the Design of Sodium Superionic Conductors Through the Integration of Phonon Band Theory, Machine Learning, and Experiments","Laura Rita de Sousa Oliveira","Chemistry","Submitted to Sponsor","National Science Foundation",,"Chemistry","10/1/2025","9/30/2029","New",,"25-0457",2025-01-19 17:10:36,298766,"1/30/2025 12:00:00 AM",,"Basic Research","2/3/2025 12:40:19 PM: Updating prime sponsor info >> 2/4/2025 03:27:57 PM: 2/4/25 Confirmation of full submission from lead received",2025-02-04 15:27:57,,,,"FY2025",,,,2025-01-19 17:10:36,"FY2025",16,,,"February-2025","Engineering","Q3 FY2025",,"Federal","NSF","Submitted",1,0,1,0
