"Award #","Project Title","Award Title","PI","PI Unit","Award Amount","Award Id","Award Notice Received","Increment Amount","Modification Number","Modification Type","Modification Date","Modified By","sponsor type","activity type","Increment_Amount_Obliged","History Action Date Parsed","Sponsor","Prime Sponsor","Instrument Type","Award Start Date","Award End Date","Admin Unit","Obligated Amount","Project #","Total Expected Amount","Anticipated Amount","Status","Created Date","Award Type","Award_Start_Month_Year","College/Division"
"24-0603-A0001","American Trails Program Legacy Grant",,"Tyler Joe Carroll","Haub School of Environment & Natural Resources",,"907172cf-e02a-48d2-836e-1b66ca744fd3","5/15/2024",,0,"Original Award",,,"Non-Profit Organizations","Other Sponsored Activity","   75000.00000000000000000000000",2024-06-20 14:41:34,"American Trails",,,2024-06-01,"12/31/2024","Haub School of Environment & Natural Resources",75000,"24-0603",75000,,"In Closeout","6/20/2024 02:41:35 PM",,"'Jun-24","Haub School of Environment & Natural Resources"
"24-0606-A0001","FrostyFlake | AFWERX STTR Phase I | Computer Vision AI Architecture Review & Enhancement",,"Lars Kotthoff","Electrical Engineering & Computer Science",,"c8c2b798-314b-4823-8bbf-093a907d3651","11/30/2023",,0,"Original Award",,,"Industry","Basic Research","   22500.00000000000000000000000",2023-11-30 16:07:16,"Curley Enterprises LLC","Department of the Air Force/Department of Defense",,2023-05-05,"9/4/2023","Electrical Engineering & Computer Science",22500,"24-0606",22500,,"In Closeout","11/30/2023 04:07:17 PM",,"'May-23","Engineering"
"24-0612-A0001","Empowering Greenhouse Resiliency with an Optimized Workforce (E-GROW)",,"Liping Wang","Civil & Architectural Engineering & Construction Management",,"432dd067-74fe-4497-86df-310fd5f1ecf8","5/30/2025",,0,"Original Award",,,"U.S. Federal Government","Applied Research","   27731.00000000000000000000000",2025-05-01 16:48:12,"Cornell University","USDA Foreign Agricultural Service/Department of Agriculture",,2024-08-15,"8/14/2028","Civil & Architectural Engineering & Construction Management",27731,"24-0612",27731,,"Active","5/1/2025 04:48:12 PM",,"'Aug-24","Engineering"
"24-0613-A0001","BWXT | Master Research Agreement",,"Caleb Matthew Hill","Chemistry",,"fee5cc86-820a-4a50-95b9-d6a91cd61f31","1/3/2024",,0,"Original Award",,,"Industry","Applied Research","       0.00000000000000000000000",2024-01-03 19:39:56,"BWXT Advanced Technologies, LLC",,,2024-01-01,"12/31/2028","Chemistry",0,"24-0613",0,,"Active","1/3/2024 07:39:57 PM",,"'Jan-24","Engineering"
"24-0613-A0002","BWXT | Master Research Agreement",,"Andrew Christopher Kirby","School of Computing",,"89bcb998-7b39-429a-a23a-b603acb4d712","2/5/2025",,0,"Original Award",,,"Industry","Applied Research","   25492.00000000000000000000000",2024-09-04 13:56:27,"BWXT Advanced Technologies, LLC",,,2024-09-01,"8/31/2025","School of Energy Resources Directors Office",25492,"24-0613",25492,,"Active","9/4/2024 01:56:28 PM",,"'Sep-24","School of Energy Resources"
"24-0613-A0003","BWXT | Master Research Agreement",,"Ankit Saxena","Mechanical Engineering",,"c6cd728b-bd5f-4bf6-8b35-32059d6ce846",,,0,"Original Award",,,"Industry","Applied Research","   43644.00000000000000000000000",2025-05-15 14:01:26,"BWXT Advanced Technologies, LLC",,,2025-07-01,"6/30/2026","Mechanical Engineering",43644,"24-0613",43644,,"Set Up In Progress","5/15/2025 02:01:27 PM",,"'Jul-25","Engineering"
"24-0613-A0004","BWXT | Master Research Agreement",,"Ankit Saxena","Mechanical Engineering",,"882980ac-d9f1-4e1b-abd6-1f39a8dafc3f",,,0,"Original Award",,,"Industry","Applied Research","   43644.00000000000000000000000",2025-05-15 14:03:25,"BWXT Advanced Technologies, LLC",,,2025-07-01,"6/30/2026","Mechanical Engineering",43644,"24-0613",43664,,"In Review & Negotiation","5/15/2025 02:03:26 PM",,"'Jul-25","Engineering"
"24-0613-A0005","BWXT | Master Research Agreement",,"Caleb Matthew Hill","Chemistry",,"dded352e-c641-4c95-8d63-820da693a76d",,,0,"Original Award",,,"Industry","Applied Research","   82630.00000000000000000000000",2025-05-22 08:33:20,"BWXT Advanced Technologies, LLC",,,2025-06-01,"5/31/2026","Chemistry",82630,"24-0613",82630,,"In Review & Negotiation","5/22/2025 08:33:21 AM",,"'Jun-25","Engineering"
"24-0618-A0001","Navajo Energy Hub Outreach and Visualization",,"Kyle D. Summerfield","School of Energy Resources Directors Office",,"fdaf03a5-5cea-492d-af0f-0a90b20bdf99","6/13/2024",,0,"Original Award",,,"Tribal Government of Organizations","Other Sponsored Activity","   50000.00000000000000000000000",2024-06-14 07:08:32,"Navajo Transitional Energy Company",,,2024-03-01,"2/28/2025","School of Energy Resources Directors Office",50000,"24-0618",50000,,"In Closeout","6/14/2024 07:08:33 AM",,"'Mar-24","School of Energy Resources"
"24-0619-A0001","CASC Subaward",,"Corrine Noel Knapp","Haub School of Environment & Natural Resources",,"64c5dab7-a9e1-409e-8598-55383e121aee","11/18/2024",,0,"Original Award",,,"U.S. Federal Government","Applied Research","   13120.00000000000000000000000",2024-10-23 14:41:00,"University of Colorado, Boulder","U.S. Geological Survey/Department of the Interior",,2024-10-01,"9/30/2025","Haub School of Environment & Natural Resources",13120,"24-0619",197247.76,,"Closed","10/23/2024 02:41:01 PM",,"'Oct-24","Haub School of Environment & Natural Resources"
"24-0622-A0001","F.E. Warren Threatened and Endangered Species",,"Bonnie L Heidel","Wyo Natural Diversity Database",,"3b3e654a-9f83-4b71-b83b-77dd8cc546e7","6/4/2024",,0,"Original Award",,,"U.S. Federal Government","Applied Research","   30612.84000000000014551915228",2024-06-14 14:50:04,"U.S. Fish & Wildlife Service/Department of the Interior","U.S. Fish & Wildlife Service/Department of the Interior",,2024-04-01,"12/31/2028","Wyo Natural Diversity Database",30612.84,"24-0622",30612.84,,"Active","6/14/2024 02:50:05 PM",,"'Apr-24","Research & Economic Development"
"24-0624-A0001","Microbial inoculants: evaluate their potential for improved hay production and soil health in high elevation meadows",,"Linda T.A. van Diepen","Ecosystem Science & Management",,"3af95f94-eae1-41c6-9557-32fb8ef99957","8/9/2024",,0,"Original Award",,,"Institutions of Higher Education","Basic Research","   29952.00000000000000000000000",2024-08-06 13:54:16,"Montana State University","National Institute of Food and Agriculture/Department of Agriculture",,2024-05-01,"4/30/2025","Ecosystem Science & Management",29952,"24-0624",29952,,"Active","8/6/2024 01:54:17 PM",,"'May-24","Agriculture"
"24-0627-A0001","Enhancing Rangeland Restoration in Northeast Wyoming",,"Brian A Mealor","Plant Sciences",,"2fd90027-596f-47bf-b4bd-d23a18500f0d","6/24/2023",,0,"Original Award",,,"U.S. Federal Government","Basic Research","  173683.76000000000931322574615",2023-12-07 12:17:00,"Bureau of Land Management/Department of the Interior","Bureau of Land Management/Department of the Interior",,2023-07-01,"6/30/2026","Plant Sciences",173683.76,"24-0627",173683.76,,"Active","12/7/2023 12:17:01 PM",,"'Jul-23","Agriculture"
"24-0629-A0001","Unlocking the Potential for Critical Minerals Development in Energy Communities",,"Madeleine Jane Lewis","School of Energy Resources Directors Office",,"5dd0b9de-898b-4b80-a62a-4cc3cdd68361","8/1/2024",,0,"Original Award",,,"Non-Profit Organizations","Other Sponsored Activity","  274973.00000000000000000000000",2024-06-27 14:35:42,"Alfred P. Sloan Foundation",,,2024-07-01,"7/31/2027","School of Energy Resources Directors Office",274973,"24-0629",745632,,"Active","6/27/2024 02:35:43 PM",,"'Jul-24","School of Energy Resources"
"24-0630-A0001","Invasive species management and research benefitting the Wyoming Weed and Pest Council",,"Kelsey C. Brock","Plant Sciences",,"8e4c1b29-cd38-4cc0-a7a9-03e54b4fa03c",,,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","    2000.00000000000000000000000",2024-01-04 11:34:11,"Wyoming Weed and Pest Council","Wyoming Weed and Pest Council",,2017-06-01,"1/1/2025","Plant Sciences",2000,"24-0630",2000,,"In Closeout","1/4/2024 11:34:12 AM",,"'Jun-17","Agriculture"
"24-0635-A0001","Wyoming Technology Transfer Center (T2)",,"Khaled Ksaibati","Civil & Architectural Engineering & Construction Management",,"eea12269-eeab-44f3-8ff8-ec3fdc3b80de","1/23/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","  218750.00000000000000000000000",2024-01-22 13:54:07,"Wyoming Department of Transportation","Federal Highway Administration/Department of Transportation",,2024-01-23,"10/23/2025","Civil & Architectural Engineering & Construction Management",218750,"24-0635",218750,,"Active","1/22/2024 01:54:08 PM",,"'Jan-24","Engineering"
"24-0635-A0002","Wyoming Technology Transfer Center (T2)",,"Khaled Ksaibati","Civil & Architectural Engineering & Construction Management",,"1ab38e51-c164-45bb-943b-24386f4dd4e1","1/15/2025",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","  250000.00000000000000000000000",2024-11-19 08:17:39,"Wyoming Department of Transportation","Federal Highway Administration/Department of Transportation",,2024-10-01,"9/30/2026","Civil & Architectural Engineering & Construction Management",250000,"24-0635",250000,,"Active","11/19/2024 08:17:40 AM",,"'Oct-24","Engineering"
"24-0642-A0001","Environmental Sustainability of Alternative Mine Reclamation Practices: An Assessment of Ecological Function, Hydrologic Response, and Economic Viability",,"Kristina Hufford","Ecosystem Science & Management",,"f92d4c57-a82b-43b1-a426-c27140c2acd9","8/2/2024",,0,"Original Award",,,"U.S. Federal Government","Applied Research","  450000.00000000000000000000000",2024-08-02 14:09:48,"National Science Foundation",,,2024-09-01,"8/31/2027","Ecosystem Science & Management",450000,"24-0642",450000,,"Active","8/2/2024 02:09:49 PM",,"'Sep-24","Agriculture"
"24-0645-A0002","Bee visitation at Capitol Reef",,"Lusha Marguerite Tronstad","Wyo Natural Diversity Database",,"cf3d6e32-4c81-4c1a-a3bb-62974af5455c","3/29/2024",,0,"Original Award",,,"U.S. Federal Government","Applied Research","   59136.13999999999941792339087",2024-04-02 18:30:18,"National Park Service/Department of the Interior","National Park Service/Department of the Interior",,2024-04-01,"3/31/2026","Wyo Natural Diversity Database",59136.14,"24-0645",59136.14,,"Closed","4/2/2024 06:30:19 PM",,"'Apr-24","Research & Economic Development"
"24-0646-A0001","UW-Whitetail Institute Research Agreement",,"Donna Karen Harris","Plant Sciences",,"9f64869f-2cf0-46fc-ac09-90a39bf0b645","1/17/2024",,0,"Original Award",,,"Industry","Applied Research","  112500.00000000000000000000000",2024-01-19 11:41:58,"Whitetail Institute of North America","Whitetail Institute of North America",,2024-01-01,"12/31/2028","Plant Sciences",112500,"24-0646",112500,,"Active","1/19/2024 11:41:58 AM",,"'Jan-24","Agriculture"
"24-0648-A0001","Evaluating Telemedicine Related Opioid Use Disorder (OUD) Services in  Underserved Populations: A Comparison of Waiver and Post waiver Periods.",,"Lauren Rose Gilbert","Kinesiology & Health",,"a256e592-20ac-4da1-8d78-847f96748a3b","9/11/2024",,0,"Original Award",,,"Institutions of Higher Education","Basic Research","   12532.00000000000000000000000",2024-08-19 15:59:41,"University of Houston","National Cancer Institute/National Institutes of Health/Department of Health and Human Services",,2023-05-01,"4/30/2025","Kinesiology & Health",12532,"24-0648",12532,,"Active","8/19/2024 03:59:42 PM",,"'May-23","Health Sciences"
"24-0652-A0001","Department of the Air Force (DAF) 4‐H Military Partnership Outreach and Support Project (4‐HMPOS)",,"Dawn Marie Sanchez","UW Extension",,"8a6ff352-17ba-4e09-80ca-986cdd41cc37","2/9/2024",,0,"Original Award",,,"Institutions of Higher Education","Other Sponsored Activity","    8400.00000000000000000000000",2024-01-11 15:54:10,"Kansas State University","Foreign Agricultural Services/Department of Agriculture",,2024-01-01,"8/31/2024","UW Extension",8400,"24-0652",8400,,"In Closeout","1/11/2024 03:54:11 PM",,"'Jan-24","Agriculture"
"24-0653-A0001","Multisectoral Partnerships to Chronicle and Assess the Impact of Climate Change Disaster Events on Affordable Housing and Mental Health Outcomes in Underserved Communities",,"Lauren Rose Gilbert","Kinesiology & Health",,"e244e293-2744-4fb8-9dff-008318908c3c",,,0,"Original Award",,,"U.S. Federal Government","Applied Research","   36920.00000000000000000000000",2024-09-13 13:36:05,"University of Houston","National Academy of Sciences",,2023-10-01,"9/30/2024","Kinesiology & Health",36920,"24-0653",36920,,"In Closeout","9/13/2024 01:36:06 PM",,"'Oct-23","Health Sciences"
"24-0655-A0001","The Impact of Race on Mock Jurors' Perceptions Pain and Damage Awards",,"Hannah Jordan Phalen","Psychology",,"e8aa1feb-c580-4f49-9719-d98111e8a09a",,,0,"Original Award",,,"Non-Profit Organizations","Other Sponsored Activity","    1000.00000000000000000000000",2024-03-01 16:34:49,"Psi Chi International Honor Society in Psychology",,,2023-12-31,"12/31/2024","Psychology",1000,"24-0655",1000,,"In Closeout","3/1/2024 04:34:49 PM",,"'Dec-23","Arts & Sciences"
"24-0665-A0002","Start-Up Funds for Wildlife Pathologist",,"Jonathan H. Fox","Veterinary Science",,"5bec7481-ec31-4e11-a545-462fc70cd75c",,,0,"Original Award",,,"Wyoming State Governmental Entities","Other Sponsored Activity","  225000.00000000000000000000000",2024-01-18 09:25:34,"Wyoming Game and Fish Department",,,2024-01-15,"9/1/2026","Veterinary Science",225000,"24-0665",225000,,"Closed","1/18/2024 09:25:34 AM",,"'Jan-24","Agriculture"
"24-0676-A0001","ASK (After School for Kids) GA Funding",,"Kelly L. Simonton","Kinesiology & Health",,"d9003f28-d946-4583-acd2-158f6a2b3155","2/12/2024",,0,"Original Award",,,"Non-Profit Organizations","Applied Research","   12825.00000000000000000000000",2024-02-12 13:12:04,"ASK, After School for Kids","Wyoming Department of Education",,2024-08-01,"5/31/2025","Kinesiology & Health",12825,"24-0676",12825,,"Active","2/12/2024 01:12:04 PM",,"'Aug-24","Health Sciences"
"24-0679-A0001","Evaluate the genetic structure of small (<28”) Lake Trout and trophy (>28”) Lake Trout in Flaming Gorge Reservoir",,"Catherine E. Wagner","Botany",,"11d35172-a215-4cc7-98cd-16e00c189288",,,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","    4996.00000000000000000000000",2024-03-13 11:03:45,"Wyoming Game and Fish Department","U.S. Fish & Wildlife Service/Department of the Interior",,2024-01-15,"12/31/2024","Botany",4996,"24-0679",4996,,"In Closeout","3/13/2024 11:03:46 AM",,"'Jan-24","Agriculture"
"24-0683-A0001","Summer Break High School Arabic Program",,"Taelor Nielsen","Politics Public Affairs & International Studies",,"fd77a5ec-e242-4d70-bc02-b4e9278bc6b2","5/15/2024",,0,"Original Award",,,"Non-Profit Organizations","Other Sponsored Activity","   45812.00000000000000000000000",2024-03-22 16:43:18,"Qatar Foundation International","Qatar Foundation International",,2024-02-28,"9/30/2024","Politics Public Affairs & International Studies",45812,"24-0683",45812,,"In Closeout","3/22/2024 04:43:19 PM",,"'Feb-24","Arts & Sciences"
"24-0683-A0002","Summer Break High School Arabic Program",,"Taelor Nielsen","Politics Public Affairs & International Studies",,"fd0b9f2e-45ca-4f7e-a4ce-f589fcc80328","5/22/2025",,0,"Original Award",,,"Non-Profit Organizations","Other Sponsored Activity","   63725.00000000000000000000000",2025-04-09 10:11:08,"Qatar Foundation International","Qatar Foundation International",,2025-03-26,"9/30/2025","Politics Public Affairs & International Studies",63725,"24-0683",63725,,"Active","4/9/2025 10:11:09 AM",,"'Mar-25","Arts & Sciences"
"24-0687-A0001","University of Wyoming Extension Implementation Team Proposal",,"Scott P. Schell","Ecosystem Science & Management",,"cb80c321-45cf-4c1b-a814-d687d34cdabf","8/20/2024",,0,"Original Award",,,"U.S. Federal Government","Other Sponsored Activity","  126309.00000000000000000000000",2024-09-23 15:16:16,"National Institute of Food and Agriculture/Department of Agriculture",,,2024-09-01,"8/31/2025","Ecosystem Science & Management",126309,"24-0687",126309,,"Active","9/23/2024 03:16:17 PM",,"'Sep-24","Agriculture"
"24-0688-A0001","Carbon Capture and Storage Assessment for Pete Lie & Sons, Inc. Jonathon Lime Plant",,"Scott Austin Quillinan","School of Energy Resources Directors Office",,"78e8ba4a-2dc3-41df-8d63-81bb8c5777f6","2/13/2024",,0,"Original Award",,,"Industry","Applied Research","   25000.00000000000000000000000",2024-02-13 11:02:39,"Pete Lien and Sons",,,2024-02-13,"4/13/2024","School of Energy Resources Directors Office",25000,"24-0688",25000,,"In Closeout","2/13/2024 11:02:39 AM",,"'Feb-24","School of Energy Resources"
"24-0690-A0001","Canid Coexistence Project - Grand Teton",,"Joseph Dale Holbrook","Haub School of Environment & Natural Resources",,"2b149214-8989-479d-bb5b-fa324b268068",,,0,"Original Award",,,"U.S. Federal Government","Applied Research","   58995.00000000000000000000000",2024-04-25 11:04:42,"National Park Service/Department of the Interior",,,2024-04-26,"12/31/2028","Haub School of Environment & Natural Resources",58995,"24-0690",58995,,"Active","4/25/2024 11:04:43 AM",,"'Apr-24","Haub School of Environment & Natural Resources"
"24-0691-A0001","WYDOT SPRB Funds for Pilot Plant",,"Trina Igelsrud Pfeiffer","School of Energy Resources Directors Office",,"e5608a11-7674-4ec8-a655-17f213b442b5","7/8/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","  150000.00000000000000000000000",2024-04-24 13:58:22,"Wyoming Department of Transportation","Federal Highway Administration/Department of Transportation",,2024-06-20,"6/19/2026","School of Energy Resources Directors Office",150000,"24-0691",150000,,"Active","4/24/2024 01:58:22 PM",,"'Jun-24","School of Energy Resources"
"24-0693-A0001","Boreal Toad",,"Anna Lisa D. Chalfoun","Wyoming Coop Unit",,"3fe4dca6-dfd6-4ae4-97b3-6e71981211fa","8/6/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","   11485.00000000000000000000000",2024-03-26 14:54:16,"Wyoming Game and Fish Department","Wyoming Game and Fish Department",,2024-07-01,"12/31/2026","Wyoming Coop Unit",11485,"24-0693",11485,,"Active","3/26/2024 02:54:16 PM",,"'Jul-24","Agriculture"
"24-0706-A0001","High-Fidelity Computational Tools for Arrays of Large Modern Aeroelastic Wind Turbines",,"Michael Karl Stoellinger","Mechanical Engineering",,"7c6e3033-4ba5-4fee-ae24-2bcaf5791cd6","9/5/2024",,0,"Original Award",,,"U.S. Federal Government","Basic Research","  224697.32999999998719431459904",2024-09-17 08:26:17,"U.S. Department of Energy",,,2024-09-01,"8/31/2025","Mechanical Engineering",224697.33,"24-0706",965236.06,,"Active","9/17/2024 08:26:18 AM",,"'Sep-24","Engineering"
"24-0708-A0001","LEAPS-MPS: Microwave Spectroscopy of Engineered Triplet Superconductors",,"Alexander Paul Petrovic","Physics & Astronomy",,"cd985053-b6c9-48c1-aff9-c90bfa6c53ef","7/2/2024",,0,"Original Award",,,"U.S. Federal Government","Basic Research","  249889.00000000000000000000000",2024-07-02 08:15:05,"National Science Foundation","National Science Foundation",,2024-07-15,"6/30/2026","Physics & Astronomy",249889,"24-0708",249889,,"Active","7/2/2024 08:15:06 AM",,"'Jul-24","Engineering"
"24-0709-A0001","Genetic Connectivity of Townsend's Big-eared Bats in Wyoming",,"Riley Fehr Bernard","Zoology & Physiology",,"6b4e915f-188c-4b34-b9ff-6fef7293c032","8/6/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","   21907.00000000000000000000000",2024-07-26 10:47:18,"Wyoming Game and Fish Department","Wyoming Game and Fish Department",,2024-07-01,"12/31/2026","Zoology & Physiology",21907,"24-0709",21907,,"Active","7/26/2024 10:47:20 AM",,"'Jul-24","Agriculture"
"24-0712-A0003","NABat",,"Riley Fehr Bernard","Zoology & Physiology",,"22ea3109-99a7-4eef-8423-ffe4328e025c",,,0,"Original Award",,,"Non-Profit Organizations","Applied Research","    5000.00000000000000000000000",2025-04-24 14:06:43,"Meg and Bert Raynes Wildlife Fund",,,2025-02-24,"12/31/2027","Zoology & Physiology",5000,"24-0712",5000,,"Active","4/24/2025 02:06:43 PM",,"'Feb-25","Agriculture"
"24-0723-A0001","Biophysics-based rhizosphere-water and-carbon management for inhospitable soils using engineered lunar or Martian regolith simulant",,"Shawna M. McBride","EPSCoR/IDEA Office",,"19f9c78a-d64f-4a94-9991-512721e138a4","7/29/2024",,0,"Original Award",,,"U.S. Federal Government","Basic Research","   99962.00000000000000000000000",2024-07-30 15:59:29,"National Aeronautics and Space Administration","National Aeronautics and Space Administration",,2024-09-01,"8/31/2025","Plant Sciences",99962,"24-0723",99962,,"Active","7/30/2024 03:59:29 PM",,"'Sep-24","Agriculture"
"24-0724-A0001","Monitoring an Endangered Bat Population in Wyoming",,"Ellen Whittle","Wyo Natural Diversity Database",,"3225c004-8e59-4df9-9b8d-28fa66010ef0","8/14/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","   17834.00000000000000000000000",2024-08-09 12:30:45,"Wyoming Game and Fish Department",,,2024-07-01,"12/31/2026","Wyo Natural Diversity Database",17834,"24-0724",17834,,"Active","8/9/2024 12:30:45 PM",,"'Jul-24","Research & Economic Development"
"24-0736-A0001","Bear River Mussel Project - Raynes Wildlife Grant",,"Samantha Kay Poratti","Zoology & Physiology",,"eeba8367-53e1-4e28-a363-39c12af10010",,,0,"Original Award",,,"Non-Profit Organizations","Basic Research","    5000.00000000000000000000000",2024-03-19 09:27:57,"Meg and Bert Raynes Wildlife Fund",,,2024-02-23,"1/15/2025","Wyo Natural Diversity Database",5000,"24-0736",5000,,"In Closeout","3/19/2024 09:27:58 AM",,"'Feb-24","Research & Economic Development"
"24-0737-A0001","Mapping Canada Lynx and Big Game Habitat from LiDAR in the Southern Rocky Mountains",,"Paige Elise Parry","Wyo Natural Diversity Database",,"a6e8d506-ff26-48ae-a230-1e31aba2b2e6","2/16/2024",,0,"Original Award",,,"Non-Profit Organizations","Applied Research","   20000.00000000000000000000000",2024-03-12 12:32:57,"Muley Fanatic Foundation",,,2024-03-15,"3/14/2025","Wyo Natural Diversity Database",20000,"24-0737",20000,,"Active","3/12/2024 12:32:58 PM",,"'Mar-24","Research & Economic Development"
"24-0738-A0001","Moose Habitat Project-WGBGLC 2024",,"Kevin L. Monteith","Haub School of Environment & Natural Resources",,"659bd9ef-e9c2-4a4d-8372-5d985c1da086","7/2/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","   40000.00000000000000000000000",2024-06-14 09:16:51,"Wyoming Game and Fish Department","Wyoming Game and Fish Department",,2024-07-01,"12/31/2028","Haub School of Environment & Natural Resources",40000,"24-0738",40000,,"Active","6/14/2024 09:16:52 AM",,"'Jul-24","Haub School of Environment & Natural Resources"
"24-0739-A0001","Role of chronic carriers and population density in bighorn sheep",,"Kevin L. Monteith","Haub School of Environment & Natural Resources",,"b9f8b794-b57b-4112-a2a6-4ef945728a7a","7/2/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","  200000.00000000000000000000000",2024-06-12 14:10:31,"Wyoming Game and Fish Department","Wyoming Game and Fish Department",,2024-07-01,"12/31/2028","Haub School of Environment & Natural Resources",200000,"24-0739",225000,,"Active","6/12/2024 02:10:32 PM",,"'Jul-24","Haub School of Environment & Natural Resources"
"24-0740-A0001","Ecology of Male Mule Deer-WGBGLC 2024",,"Kevin L. Monteith","Haub School of Environment & Natural Resources",,"d583ee21-3088-42b9-8b68-8c70fdad34ee","7/2/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","    5000.00000000000000000000000",2024-06-12 14:02:18,"Wyoming Game and Fish Department","Wyoming Game and Fish Department",,2024-07-01,"12/31/2028","Haub School of Environment & Natural Resources",5000,"24-0740",10000,,"Active","6/12/2024 02:02:18 PM",,"'Jul-24","Haub School of Environment & Natural Resources"
"24-0741-A0001","Rose Petal - WGBGLC 2024",,"Kevin L. Monteith","Haub School of Environment & Natural Resources",,"3acf3ce1-baa3-4842-b0a6-b7e68d5b6b02","7/2/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","    5000.00000000000000000000000",2024-06-12 13:52:37,"Wyoming Game and Fish Department",,,2024-07-01,"12/31/2028","Haub School of Environment & Natural Resources",5000,"24-0741",10000,,"Active","6/12/2024 01:52:37 PM",,"'Jul-24","Haub School of Environment & Natural Resources"
"24-0742-A0001","Communicating Wildlife Science-WGBGLC 2024",,"Kevin L. Monteith","Haub School of Environment & Natural Resources",,"1f919061-308e-400a-bbc8-3eb7828195ed","7/2/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","    4000.00000000000000000000000",2024-06-11 14:13:36,"Wyoming Game and Fish Department","Wyoming Game and Fish Department",,2024-07-01,"12/31/2026","Haub School of Environment & Natural Resources",4000,"24-0742",4000,,"Active","6/11/2024 02:13:37 PM",,"'Jul-24","Haub School of Environment & Natural Resources"
"24-0743-A0001","Red Desert Fence Behavior Study",,"Matthew Kauffman","Wyoming Coop Unit",,"4d481dc7-8c78-41d7-95e0-9bf6a6eb0a43","3/19/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","    5000.00000000000000000000000",2024-03-26 15:39:04,"Wyoming Game and Fish Department",,,2024-07-01,"6/30/2025","Wyoming Coop Unit",5000,"24-0743",5000,,"Closed","3/26/2024 03:39:04 PM",,"'Jul-24","Agriculture"
"24-0743-A0002","Red Desert Fence Behavior Study",,"Matthew Kauffman","Wyoming Coop Unit",,"a731ac7a-7edb-49f2-bfc3-9a5d3528ab8b",,,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","    5000.00000000000000000000000",2024-06-14 09:25:48,"Wyoming Game and Fish Department","Wyoming Game and Fish Department",,2024-07-01,"12/31/2026","Wyoming Coop Unit",5000,"24-0743",5000,,"Closed","6/14/2024 09:25:48 AM",,"'Jul-24","Agriculture"
"24-0743-A0003","Red Desert Fence Behavior Study",,"Matthew Kauffman","Wyoming Coop Unit",,"512a0b98-7b78-46e3-8bc3-bfd554c1002b","7/2/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","    5000.00000000000000000000000",2024-07-03 08:51:35,"Wyoming Game and Fish Department",,,2024-07-01,"12/31/2026","Wyoming Coop Unit",5000,"24-0743",5000,,"Active","7/3/2024 08:51:35 AM",,"'Jul-24","Agriculture"
"24-0745-A0001","The Wyoming Range Mule Deer Project-WGBGLC 2024",,"Kevin L. Monteith","Haub School of Environment & Natural Resources",,"427fb9da-06c9-4615-9d70-9fef21a34157","7/2/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","   10000.00000000000000000000000",2024-06-12 11:20:57,"Wyoming Game and Fish Department","Wyoming Game and Fish Department",,2024-07-01,"12/31/2028","Haub School of Environment & Natural Resources",10000,"24-0745",10000,,"Active","6/12/2024 11:20:57 AM",,"'Jul-24","Haub School of Environment & Natural Resources"
"24-0747-A0001","Monitoring the Yermo xanthocephalus (desert yellowhead) using high resolution UAS data and novel AI/ML workflows",,"Austin Madson","Wyoming Geographic Information Science Center",,"56608c28-826a-4a2b-aadf-f612d4f853a5","8/14/2024",,0,"Original Award",,,"U.S. Federal Government","Applied Research","   63173.76999999999679857864976",2024-08-14 10:59:44,"Bureau of Land Management/Department of the Interior",,,2024-08-14,"8/13/2026","Wyoming Geographic Information Science Center",63173.77,"24-0747",63173.77,,"Active","8/14/2024 10:59:44 AM",,"'Aug-24","Engineering"
"24-0748-A0001","Yellowstone Lake - Raynes",,"Annika Walters","Wyoming Coop Unit",,"1d59eb57-7793-47c8-bd57-4da8800b206f","2/21/2024",,0,"Original Award",,,"Non-Profit Organizations","Applied Research","    2500.00000000000000000000000",2024-03-07 15:50:03,"Meg and Bert Raynes Wildlife Fund",,,2024-04-01,"1/15/2025","Wyoming Coop Unit",2500,"24-0748",2500,,"In Closeout","3/7/2024 03:50:03 PM",,"'Apr-24","Agriculture"
